fid,FUNCION_PR,SUBCATEGOR,ESTABLECIM,FUNCION_SE,PROGRAMACI,SUCURSAL,SALA,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,LATITUD,LONGITUD,TELEFONO,MAIL,WEB,FACEBOOK,TWITTER,INSTAGRAM,CAMARA_1,CAMARA_2,REDES,PUNTO_DE_C,OTRAS_REDE,CAPACIDAD_
504,BAR,NOTABLE,LA FARMACIA,,,,,DIRECTORIO AV. 2400,DIRECTORIO AV.,2400,FLORES,COMUNA 07,-34.633537400000002,-58.460605500000000,4631-3481,,,,,,,,,,,0
505,CALESITA,,CALESITA DE LA PLAZA MISERICORDIA,,,,,LAUTARO,LAUTARO,,FLORES,COMUNA 07,-34.632591446217447,-58.455364506296547,,,,,,,,,,,,0
506,ESPACIO DE FORMACION,,UNIVERSIDAD DE FLORES,,,,,PEDERNERA 275,PEDERNERA,275,FLORES,COMUNA 07,-34.632499670539360,-58.462804383309340,4610-9300,INFORMES@UFLO.EDU.AR,WWW.UFLO.EDU.AR,,,,,,,,,0
507,BAR,CULTURAL,SEPTIMO ARTE,,,,,SAN PEDRITO AV. 107,SAN PEDRITO AV.,107,FLORES,COMUNA 07,-34.632328660026602,-58.469026529393091,,,,,,,,,,,,0
508,BAR,MILONGA Y/O TANGUERIA,EL PIAL,,,,,FALCON. RAMON L..CNEL. 2750,FALCON. RAMON L..CNEL.,2750,FLORES,COMUNA 07,-34.631602907732905,-58.467066965259761,4612-4257,INFOELPIAL@YAHOO.COM.AR,WWW.ELPIAL.ORG.AR,,,,,,,,,0
509,CENTRO CULTURAL,,PLANTA ALTA,ESPACIO ESCENICO,,,,RIVADAVIA AV. 7609,RIVADAVIA AV.,7609,FLORES,COMUNA 07,-34.631388899999997,-58.472555000000000,4613-6008 / 6599-1264,ADRIANFERMANELLI@GMAIL.COM,,https://www.facebook.com/plantaaltarockbar/,,https://www.instagram.com/plantaaltarockbar/,,,,,,95
510,ESPACIO ESCENICO,SALA DE TEATRO,ESPACIO PUNTO ARTE,"BAR, ESPACIO DE FORMACION",,,,BONORINO. ESTEBAN. CNEL. AV. 274,BONORINO. ESTEBAN. CNEL. AV.,274,FLORES,COMUNA 07,-34.631174999999999,-58.458322299999999,,ESPACIOPUNTOARTE@GMAIL.COM,WWW.ESPACIOPUNTOARTE.COM.AR,,@PUNTOARTE274,https://www.instagram.com/espaciopuntoarte/,,,,,,0
511,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - INSTITUTO UNIVERSITARIO ISEDET,,,,,CAMACUA 282,CAMACUA,282,FLORES,COMUNA 07,-34.630813009836579,-58.457169770920800,(011) 4632-5030/5039 FAX (54-11) 4633-2825,INFO@ISEDET.EDU.AR,WWW.ISEDET.EDU.AR,,,,AMICUS,,,,,0
512,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA MARIANO PELLIZA,,,,,CRANWELL 819,CRANWELL,819,FLORES,COMUNA 07,-34.637813745611297,-58.456447779785982,4631-0961,BIBLIOTECA_PELLIZA@BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,0
513,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR LECTORES DEL PUEBLO,,,,,SAN PEDRITO 1026,SAN PEDRITO,1026,FLORES,COMUNA 07,-34.642241585574993,-58.461556719587186,,BIBLIOTECAPOPULAR@ARGENTINA.COM,,,,,CONABIP,,,,,0
514,ESPACIO DE FORMACION,CENTRO CULTURAL DEL PCB,BARRIO RIVADAVIA,,SI,,,LAS CARACOLAS,LAS CARACOLAS,200,FLORESTA,COMUNA 10,-34.621553800000001,-58.492288799999997,4632-9683,,,,,,,,,,,0
516,CENTRO CULTURAL,,ESPACIO CULTURAL CORRALON FLORESTA,,SI,,,GAONA AV. 4660,GAONA AV.,4660,FLORESTA,COMUNA 10,-34.626973384602906,-58.488448582518394,,,,,,,,,,,,0
517,CENTRO CULTURAL,,GRUPO DE TEATRO COMUNITARIO EL EPICO DE FLORESTA,ESPACIO DE FORMACION,,,,GAONA AV. 4660,GAONA AV.,4660,FLORESTA,COMUNA 10,-34.626973384602906,-58.488448582518394,4502-1644,ELEPICODEFLORESTA@YAHOO.COM.AR,WWW.ELEPICODEFLORESTA.COM.AR,WWW.FACEBOOK.COM/ELEPICODEFLORESTA,,,RED TEATRO COMUNITARIO,,,SI,,84
518,BAR,CULTURAL,PIZZA PAZZA,,,,,AVELLANEDA AV. 4199,AVELLANEDA AV.,4199,FLORESTA,COMUNA 10,-34.630208900000000,-58.486900800000001,,,,,,,,,,,,0
519,LIBRERIA,,LIBRERIA GUADALUPITA,,,,,AVELLANEDA AV. 3918,AVELLANEDA AV.,3918,FLORESTA,COMUNA 10,-34.629645699999998,-58.483935500000001,,,,,,,,,,,,0
520,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR SATURNINO SEGUROLA,,,,,SEGUROLA AV. 1281,SEGUROLA AV.,1281,FLORESTA,COMUNA 10,-34.624108053340485,-58.494660426699923,,BIBPOP.SEGUROLA@GMAIL.COM,,,,,CONABIP,,,,,0
521,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA HILARIO ASCASUBI,,,,,"DIAZ, CESAR, GRAL. 4219","DIAZ, CESAR, GRAL.",4219,FLORESTA,COMUNA 10,-34.623340504281039,-58.492223319614972,4566-5171,BIBLIOTECA_ASCASUBI@BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,0
522,BAR,CULTURAL,EL GARFIO,,,,,DIRECTORIO AV.,DIRECTORIO AV.,,FLORESTA,COMUNA 10,-34.638929099999999,-58.476071599999997,,,,,,,,,,,,0
523,LIBRERIA,,ATENEA,,,,,RIVADAVIA AV. 8267,RIVADAVIA AV.,8267,FLORESTA,COMUNA 10,-34.633257258687252,-58.480020151276051,,,s/d,,,,,,,,,0
524,CALESITA,,CALESITA DE LA ESTACION FLORESTA,,,,,SEGUROLA AV.,SEGUROLA AV.,,FLORESTA,COMUNA 10,-34.633054642794576,-58.483276919584924,,,,,,,,,,,,0
525,BAR,CULTURAL,LA ESTACION,,,,,BAHIA BLANCA 100,BAHIA BLANCA,100,FLORESTA,COMUNA 10,-34.632503511717225,-58.480787613372129,,,,,,,,,,,,0
526,ESPACIO ESCENICO,SALA DE TEATRO,TEATRO FLORES,,,,,RIVADAVIA AV. 7806,RIVADAVIA AV.,7806,FLORESTA,COMUNA 10,-34.632230138608904,-58.474756107914850,,,WWW.TEATROFLORES.COM,,,,,,,,,1874
527,CENTRO CULTURAL,,CARPE DIEM,,,,,15 DE NOVIEMBRE DE 1889 1774,15 DE NOVIEMBRE DE 1889,1774,CONSTITUCION,COMUNA 01,-34.631531948548719,-58.390092331717476,,,,,,,,,,,,0
528,ESPACIO DE FORMACION,,INSTITUTO VOCACIONAL DE ARTE MANUEL JOSE DE LABARDEN,,,SEDE CENTRAL,,GARAY. JUAN DE AV. 1684,GARAY. JUAN DE AV.,1684,CONSTITUCION,COMUNA 01,-34.627275463943072,-58.389139165116624,4304-6956,IVARTE@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/LABARDEN.PHP,,,,,,,,,0
529,DISQUERIA,,DISQUERIA KILI,,,,,BRASIL 1225,BRASIL,1225,CONSTITUCION,COMUNA 01,-34.627924852293958,-58.383330422812975,4304-9540,,,,,,,,,,,0
530,LIBRERIA,,BADARACO DISTRIBUIDOR,,,,,ENTRE RIOS AV. 932,ENTRE RIOS AV.,932,CONSTITUCION,COMUNA 01,-34.619431499999997,-58.391557400000003,011- 43042703,badaracolibros@gmail.com,http://badaracodistribuidor.blogspot.com.ar/,,,,,,,,,0
531,ESPACIO ESCENICO,CLUB DE MUSICA EN VIVO,OBELISCO TANGO,BAR,SI,,,ENTRE RIOS AV. 1060,ENTRE RIOS AV.,1060,CONSTITUCION,COMUNA 01,-34.621043898509477,-58.391485477017021,4305-0459,,,https://www.facebook.com/obeliscotangoo/,,https://www.instagram.com/obeliscotango/,,,,,,210
532,CALESITA,,CALESITA EL PATO,,,,,ENTRE RIOS AV. 1056,ENTRE RIOS AV.,1056,CONSTITUCION,COMUNA 01,-34.621160011382223,-58.391424698116488,,,,,,,,,,,,0
533,BAR,MILONGA Y/O TANGUERIA,LO DE CELIA TANGO,,,,,HUMBERTO 1° 1783,HUMBERTO 1°,1783,CONSTITUCION,COMUNA 01,-34.621500500000003,-58.391306399999998,4305-6778,,,,,,,,,,,0
534,CENTRO CULTURAL,,CELIA BLANCO,,,,,HUMBERTO 1° 1783,HUMBERTO 1°,1783,CONSTITUCION,COMUNA 01,-34.621500500000003,-58.391306399999998,4304-2438 / 4487-6017 / 3690-1271,QUEMASTANGO@YAHOO.COM,,,,,,,,,,0
535,ESPACIO ESCENICO,SALA DE TEATRO,ESPACIO LAVALLEN,,,,,SOLIS 1125,SOLIS,1125,CONSTITUCION,COMUNA 01,-34.621775529141281,-58.390041518506472,1567259142 - 1558279093,ESPACIOLAVALLEN@GMAIL.COM,WWW.ESPACIOLAVALLEN.BLOGSPOT.COM,WWW.FACEBOOK.COM/ESPACIOLAVALLEN/,,https://www.instagram.com/espacio.lavallen/,,,,,,0
536,ESPACIO DE FORMACION,,CENTRO DE INVESTIGACION Y EXPERIMENTACION EN VIDEO Y CINE (CIEVYC),,,,,COCHABAMBA 868,COCHABAMBA,868,CONSTITUCION,COMUNA 01,-34.623616642806859,-58.378143072451287,4300-7230 / 1892,INFO@CINECIEVYC.COM.AR,WWW.CINECIEVYC.COM.AR,,,,,,,,,0
537,ESPACIO DE EXHIBICION,MUSEO,MUSEO DE LA CARICATURA SEVERO VACCARO,,,,,LIMA 1037,LIMA,1037,CONSTITUCION,COMUNA 01,-34.620259200000000,-58.381523700000002,4304-6497,,,,,,,,,,,0
538,CENTRO CULTURAL,,CENTRO CULTURAL HORUS,,,,,CALVO. CARLOS,CALVO. CARLOS,,CONSTITUCION,COMUNA 01,-34.619726900000003,-58.378701499999998,4307-5756,CULTHORUS@GMAIL.COM,HTTP://CULTURALHORUS.BLOGSPOT.COM,,,,,,,,,0
539,ESPACIO DE EXHIBICION,MUSEO,MUSEO ARGENTINO DEL TITERE,ESPACIO ESCENICO,,,,PIEDRAS 905,PIEDRAS,905,CONSTITUCION,COMUNA 01,-34.618607799999999,-58.377345599999998,4307-6917,MUSEO@MUSEOARGDELTITERE.COM.AR,WWW.MUSEODELTITEREBSAS.WIXSITE.COM,WWW.FACEBOOK.COM/MUSEOARGENTINODELTITERE/,,https://www.instagram.com/museoargentinodeltitere/,,,,,,70
540,LIBRERIA,,FUNDACION CLARETIANA,,,,,LIMA 1360,LIMA,1360,CONSTITUCION,COMUNA 01,-34.624699300000003,-58.381365500000001,4306-9250/ 4305-9597,"recepcion@editorialclaretiana.com; ventas@editorialclaretiana.com.ar",http://claretiana.org,,,,,,,,,0
541,MONUMENTOS Y LUGARES HISTORICOS,,SANTA CASA DE EJERCICIOS ESPIRITUALES,,,,,INDEPENDENCIA AV. 1195,INDEPENDENCIA AV.,1195,CONSTITUCION,COMUNA 01,-34.617739999999998,-58.382849999999998,,,,,,,,,,,,0
542,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - CENTRO DE ESTUDIOS PARA LA NUEVA MAYORIA,,,,,ESTADOS UNIDOS 943,ESTADOS UNIDOS,943,CONSTITUCION,COMUNA 01,-34.618470770683039,-58.379399858926597,4300-3077/1812/3164,CONTACTO@NUEVAMAYORIA.COM,WWW.NUEVAMAYORIA.COM,,,,RENDIAP,,,,,0
543,BIBLIOTECA,SINDICAL,BIBLIOTECA DIGITAL DE LOS TRABAJADORES ARGENTINOS,,,,,PIEDRAS 1065,PIEDRAS,1065,CONSTITUCION,COMUNA 01,-34.620497928989373,-58.377277493900365,5411-4307-3829 int. 128,BIBLIOTECA@CTA.ORG.AR,HTTP://WWW.BIBLIOTECACTA.ORG.AR/,,,,CLACSO,,,,,0
544,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - FUNDACION CIENCIA Y SALUD. UNIVERSIDAD CATOLICA DE SALTA,,,,,SALTA 980,SALTA,980,CONSTITUCION,COMUNA 01,-34.619470960885693,-58.382932808883140,4305-6973 / 0180,BIBLIO@CIENCIAYSALUD.EDU.AR,WWW.CIENCIAYSALUD.EDU.AR,,,,RENICS,,,,,0
545,LIBRERIA,,LIBRERIA NADIR. SUCURSAL BRASIL,,,,,BRASIL 1128,BRASIL,1128,CONSTITUCION,COMUNA 01,-34.627855599999997,-58.380055700000000,4304-9502,constitucion@libreriasnadir.com.ar,http://www.libreriasnadir.com.ar/,,Libros y juegos de mesa,,,,,,,0
546,LIBRERIA,,NUESTRA AMERICA,,,,,"CALVO, CARLOS 1599","CALVO, CARLOS",1599,CONSTITUCION,COMUNA 01,-34.620002499999998,-58.388686540000002,,,,,,,,,,,,0
547,BAR,MILONGA Y/O TANGUERIA,CANDILEJAS TANGO,,,,,ESTADOS UNIDOS 1500,ESTADOS UNIDOS,1500,CONSTITUCION,COMUNA 01,-34.618822604496927,-58.387275703927060,4304-0885 / 3241,,WWW.CANDILEJASTANGO.COM,,,,,,,,,0
548,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR LA MEMORIA DE NUESTRO PUEBLO,,,,,"CALVO, CARLOS 1459","CALVO, CARLOS",1459,CONSTITUCION,COMUNA 01,-34.619877556867152,-58.386685992735160,,BPLAMEMORIA@GMAIL.COM,,,,,CONABIP,,,,,0
549,BAR,CULTURAL,SAN JOSE,,,,,CALVO. CARLOS 1400,CALVO. CARLOS,1400,CONSTITUCION,COMUNA 01,-34.619901651010970,-58.385721481587687,,,,,,,,,,,,0
550,ESPACIO DE FORMACION,,ACADEMIA PORTEÑA DEL LUNFARDO,,,,,ESTADOS UNIDOS 1379,ESTADOS UNIDOS,1379,CONSTITUCION,COMUNA 01,-34.618622400000000,-58.385474299999998,4383-2393,OLIVIERIEDITOR@HOTMAIL.COM,HTTP://WWW.TODOTANGO.COM/ALUNFARDO/,,,,,,,,,0
551,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CENTRAL UNIVERSIDAD ARGENTINA JOHN F. KENNEDY,,,,,"CALVO, CARLOS 1370","CALVO, CARLOS",1370,CONSTITUCION,COMUNA 01,-34.619881955146397,-58.385292936781752,4306 1040 - FAX: 4306 1040,BIBLIOTECA@KENNEDY.EDU.AR,WWW.KENNEDY.EDU.AR/SERVICIOS.HTM,,,,VITRUVIO,,,,,0
552,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,CENTRO DE DOCUMENTACION Y ATENCION AL USUARIO DIRECCION GENERAL DE ESTADISTICAS Y CENSOS - GOBIERNO DE LA CIUDAD DE BUENOS AIRES,,,,,SAN JUAN AV. 1340,SAN JUAN AV.,1340,CONSTITUCION,COMUNA 01,-34.622434708738012,-58.385144609817104,4307-3547,CDOCUMENTACION_ESTADISTICA@BUENOSAIRES.GOV.AR,WWW.BUENOSAIRES.GOV.AR/AREAS/HACIENDA/SIS_ESTADISTICO/BIBLIOTECA/INDEX.PHP?MENU_ID=17552,,,,UNIRED,,,,,0
553,LIBRERIA,,EUDEBA SEDE SOCIALES,,,,,SANTIAGO DEL ESTERO 1029,SANTIAGO DEL ESTERO,1029,CONSTITUCION,COMUNA 01,-34.620243299999998,-58.384403399999997,,,,,,,,,,,,0
554,ESPACIO DE FORMACION,,FACULTAD DE DERECHO Y CIENCIAS SOCIALES - UBA,,,,,SANTIAGO DEL ESTERO 1029,SANTIAGO DEL ESTERO,1029,CONSTITUCION,COMUNA 01,-34.620239099999999,-58.384406100000000,4305-6087 / 6168,,WWW.SOCIALES.UBA.AR,,,,,,,,,0
555,LIBRERIA,,PAGINAS LIBRES,,,,,SANTIAGO DEL ESTERO 1112,SANTIAGO DEL ESTERO,1112,CONSTITUCION,COMUNA 01,-34.621166449129859,-58.384306634276172,,,,,,,,,,,,0
556,LIBRERIA,,LIBRERIA VIVALDI,,,,,SANTIAGO DEL ESTERO 998,SANTIAGO DEL ESTERO,998,CONSTITUCION,COMUNA 01,-34.619644700000002,-58.384288400000003,4304-0225 (Nacho) / 1541941976 Leonardo,vivaldilibreria@gmail.com,https://www.facebook.com/Vivaldi-Libros-1619122381675625/,,,,,,,,,0
557,CENTRO CULTURAL,,CENTRO ARZUANO MELLIDENSE - CAM -,,,,,COCHABAMBA 3245,COCHABAMBA,3245,SAN CRISTOBAL,COMUNA 03,-34.626347199999998,-58.411098299999999,4957-0518,ARZUANOMELLIDENSE@GMAIL.COM,https://sites.google.com/site/centroarzuanomellidense/?fbclid=IwAR2fg3c2gE7k5azBtRhYQTC2G7D_cKL74SvBBQx3UqWJzS8WCCsloe3va1A,WWW.FACEBOOK.COM/CENTROARZUANOMELLIDENSE/,,,,,,,,0
558,CALESITA,,CALESITA DE LA PLAZA MARTIN FIERRO,,,,,BARCALA,BARCALA,,SAN CRISTOBAL,COMUNA 03,-34.625757844555906,-58.408589644820360,,,,,,,,,,,,0
559,CENTRO CULTURAL,,EL TIPOGRAFICO,ESPACIO DE FORMACION,SI,,,SAN JUAN AV. 3246,SAN JUAN AV.,3246,SAN CRISTOBAL,COMUNA 03,-34.624942947825609,-58.411147305521958,,eltipograficoac@gmail.com,http://eltipografico.com.ar/,https://www.facebook.com/ElTipograficook/,,https://www.instagram.com/ELTIPOGRAFICOOK/,,,Red Cultura Boedo,,,150
560,CENTRO CULTURAL,,ESPACIO CULTURAL JULIAN CENTEYA,ESPACIO ESCENICO,SI,,,SAN JUAN AV. 3255,SAN JUAN AV.,3255,SAN CRISTOBAL,COMUNA 03,-34.624791799999997,-58.411335000000001,4931-9667,ESPACIOCULTURALCENTEYA@GMAIL.COM,HTTP://WWW.BUENOSAIRES.GOB.AR/CULTURA/PROMOCION/ESPACIOSCULTURALES/CENTEYA,,,,,,,,,0
561,ESPACIO ESCENICO,CLUB DE MUSICA EN VIVO,GALPON B,"BAR, MILONGA Y/O TANGUERIA",SI,,,COCHABAMBA 2536,COCHABAMBA,2536,SAN CRISTOBAL,COMUNA 03,-34.625037124497275,-58.400836412643613,,GALPONBPRENSA@GMAIL.COM,WWW.GALPONB.COM,WWW.FACEBOOK.COM/ELGALPON.B/,,https://www.instagram.com/galponb/,CLUMVI,,,,,220
562,CENTRO CULTURAL,,TEATRO MANDRIL,"BAR, ESPACIO DE FORMACION, ESPACIO ESCENICO",SI,,,HUMBERTO 1° 2758,HUMBERTO 1°,2758,SAN CRISTOBAL,COMUNA 03,-34.622632366701104,-58.403419246679597,4308-6253 / 6359-4682,info@teatromandril.com,WWW.TEATROMANDRIL.COM,WWW.FACEBOOK.COM/TEATRO.MANDRIL/,,https://www.instagram.com/teatromandril/,MECA,CLUMVI,,,,240
563,LIBRERIA,,QUIOSQUITO DE LIBROS,,,,,PICHINCHA 1142,PICHINCHA,1142,SAN CRISTOBAL,COMUNA 03,-34.622447871615890,-58.397992047771552,,,,,,,,,,,,0
564,LIBRERIA,,NINON,,,,,LA RIOJA 914,LA RIOJA,914,SAN CRISTOBAL,COMUNA 03,-34.621044991529764,-58.407493510197831,54-11-49312572,info@librerianinon.com,s/d,,,,,,,,,0
565,ESPACIO DE FORMACION,,FUNDACION AUGUSTO Y LEON FERRARI ARTE Y ACERVO,,,,,Pichincha 849,PICHINCHA,849,SAN CRISTOBAL,COMUNA 03,-34.619003952717627,-58.398978995883574,,,,,,,,,,,,0
566,BAR,NOTABLE,BAR DE CAO,,,,,INDEPENDENCIA AV. 2400,INDEPENDENCIA AV.,2400,SAN CRISTOBAL,COMUNA 03,-34.618679921619972,-58.399895199170750,4943-3694,BARDECAO@GMAIL.COM,,,,,,,,,,0
567,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA DE LA SANTA CRUZ,,,,,ESTADOS UNIDOS 3100,ESTADOS UNIDOS,3100,SAN CRISTOBAL,COMUNA 03,-34.621670000000002,-58.409720000000000,,,,,,,,,,,,0
568,BIBLIOTECA,ESCOLAR,BIBLIOTECA - ESCUELA NORMAL SUPERIOR N°  08 PRESIDENTE JULIO ARGENTINO ROCA,,,,,LA RIOJA 1042,LA RIOJA,1042,SAN CRISTOBAL,COMUNA 03,-34.622605679933606,-58.407240576305654,4931-1551,BIBLIOTECA_SUP_NORMAL8@YAHOO.COM.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/EDUCACION/EDUCACI?N B?SICA/EDUCACI?N B?SICA/SUPERIOR/ENS08/DEFAULT.HTM,,,,COMENIUS,,,,,0
569,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR JUANA MANSO,,,,,LA RIOJA 1042,LA RIOJA,1042,SAN CRISTOBAL,COMUNA 03,-34.622605679933606,-58.407240576305654,,BIBLIOTECAJUANAMANSO@HOTMAIL.COM,,,,,CONABIP,,,,,0
570,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - HOSPITAL FRANCES (CEFRAN),,,,,LA RIOJA 951,LA RIOJA,951,SAN CRISTOBAL,COMUNA 03,-34.621544822655153,-58.407504127054800,4866-2546 al 60 / 4971-1081 4956-1471,"BIBLIOTECAFRANCESA@INFOVIA.COM.AR, MTROISTMONTS@YAHOO.COM.AR, BIBFRA@PCCP.COM.AR",,,,,RENICS,,,,,0
571,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA AVES ARGENTINAS - ASOCIACION ORNITOLOGICA DEL PLATA,,,,,MATHEU 1246,MATHEU,1246,SAN CRISTOBAL,COMUNA 03,-34.624003307048547,-58.399138209507981,4943-7216,INFO@AVESARGENTINAS.ORG.AR,WWW.AVESARGENTINAS.ORG.AR/BIBLIOTECA-0,,,,,,,,,0
572,ESPACIO ESCENICO,SALA DE TEATRO,EL GALPON MULTIESPACIO,ESPACIO DE FORMACION,SI,,,DEAN FUNES 1267,DEAN FUNES,1267,SAN CRISTOBAL,COMUNA 03,-34.625271200000000,-58.405729100000002,4942-5278,ELGALPONMULTIESPACIO@GMAIL.COM,WWW.ELGALPONMULTIESPACIO.BLOGSPOT.COM.AR,WWW.FACEBOOK.COM/ELGALPONATHENS/,,https://www.instagram.com/cirujismo_espacio_cultural/,,,,,,80
573,LIBRERIA,,MAR DE LIBROS CCK (FERIA INFANTIL),,,,,"GARAY, JUAN DE AV. 2051","GARAY, JUAN DE AV.",2051,SAN CRISTOBAL,COMUNA 03,-34.627451999999998,-58.393730400000003,,,s/d,,,,,,,,,0
574,LIBRERIA,,ESPARTACO. SUCURSAL SAN JUAN.,,,,,SAN JUAN AV. 2189,SAN JUAN AV.,2189,SAN CRISTOBAL,COMUNA 03,-34.622968250000000,-58.396271159999998,,,,,,,,,,,,0
575,CENTRO CULTURAL,,RINCON CASA CULTURAL,"BAR, ESPACIO DE FORMACION",SI,,,RINCON 1330,RINCON,1330,SAN CRISTOBAL,COMUNA 03,-34.624577106073041,-58.394681617240174,4304-5680,MARIAN-SILVI@HOTMAL.COM,http://rinconcasacultural.com.ar/,WWW.FACEBOOK.COM/CASACULTURALRINCON/,,https://www.instagram.com/rinconcasacultural/,MECA,,,,,80
576,CENTRO CULTURAL,,LA BISAGRA,,,,,Av. San Juan 1826,AV.SAN JUAN,1826,SAN CRISTOBAL,COMUNA 03,-34.622898100000000,-58.394094500000001,,,http://www.seamoslibresmp.com.ar/?fbclid=IwAR1gz4z7YSrcmXnDWoA3FURBVpfREUT2L0iyxL5S1mRIXecy_U4w6wBIdpA,https://www.facebook.com/labisagraenSL/,,,MECA,,,,,0
577,BAR,NOTABLE,MIRAMAR,,,,,SARANDI 1190,SARANDI,1190,SAN CRISTOBAL,COMUNA 03,-34.622664418659411,-58.393745494195308,4304-4261,,,,,,,,,,,0
578,DISQUERIA,,GERSZTEIN GUILLERMO D.,,,,,ENTRE RIOS AV. 879,ENTRE RIOS AV.,879,SAN CRISTOBAL,COMUNA 03,-34.618871200000001,-58.391778500000001,4381-9796,,,,,,,,,,,0
579,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA DEL DOCENTE,,,,,ENTRE RIOS AV. 1349,ENTRE RIOS AV.,1349,SAN CRISTOBAL,COMUNA 03,-34.624605611595150,-58.391478582937253,4305-7202/7219 FAX: 4305-7204,"INFOBIBLEDUC@NETIZEN.COM.AR, BIBLEDUC@NETIZEN.COM.AR",WWW.BIBLEDUC.GOV.AR/AREAS/EDUCACION/BIBLEDUC/INDEX.PHP,,,,UNIRED,,,,,0
580,BIBLIOTECA,ESPECIALIZADA EMPRESARIAL,BIBLIOTECA - BIOSIDUS,,,,,CONSTITUCION 4234,CONSTITUCION,4234,BOEDO,COMUNA 05,-34.629143674766553,-58.424062398890335,(011) 4909-8000,,,,,,BIBLIOMED,,,,,0
581,BIBLIOTECA,ESCOLAR,BIBLIOTECA - ESCUELA DE COMERCIO 22 DE 6 G. M. ZUVIRIA,,,,,CONSTITUCION 4154,CONSTITUCION,4154,BOEDO,COMUNA 05,-34.628985427067875,-58.422917159966737,4922-2353,BIBLIOCOM22@YAHOO.COM.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/EDUCACION/BIBLEDUC/RED_SECUNBIB/INDEX.PHP?MENU_ID=33286,,,,SECUNBIB,,,,,0
582,LIBRERIA,,LIBRERIA LGC,,,,,GALLEGOS 3570,GALLEGOS,3570,BOEDO,COMUNA 05,-34.631932315630785,-58.415490746709210,,,,,,,,,,,,0
583,CENTRO CULTURAL,,LA CASA,ESPACIO DE FORMACION,SI,,,TARIJA 3900,TARIJA,3900,BOEDO,COMUNA 05,-34.629309851619141,-58.419288934518278,4921-2005,LACASA@LACASACASTING.COM,,WWW.FACEBOOK.COM/LACASAENCONSTRUCCION/?HC_REF=ARQGGANIT84DB-FBRWIE9FGW-EYIJPW7FVILJ24YY__071C9N1MQ8HSGMPINH1QYKR4&FREF=NF,,,,,RED CULTURA BOEDO,,,45
584,BAR,MILONGA Y/O TANGUERIA,SALON G.O.N,,,,,PAVON AV. 3916,PAVON AV.,3916,BOEDO,COMUNA 05,-34.630673014621806,-58.419566153162172,4637-6017,,,,,,,,,,,0
585,CENTRO CULTURAL,,RITMOS SABROSOS,ESPACIO ESCENICO,,,,BOEDO AV. 1886,BOEDO AV.,1886,BOEDO,COMUNA 05,-34.635850485235892,-58.416090153306939,2063-7143 / 5961-9646 / 5934-6361,RITMOSSABROSOS@GMAIL.COM,,,,,,,,,,100
586,CENTRO CULTURAL,,CENTRO CULTURAL GRAN SUR CASA CULTURAL GRAN SUR,ESPACIO DE FORMACION,,,,BOEDO AV. 1993,BOEDO AV.,1993,BOEDO,COMUNA 05,-34.637326366698531,-58.416279889666818,6943-4948 / 6502-9122,HOLAGRANSUR@GMAIL.COM,,https://www.facebook.com/casaculturalgransur/,,https://www.instagram.com/casaculturalgransur/,,,,,,150
587,BAR,CULTURAL,CAFESUA,,,,,CASEROS AV. 3699,CASEROS AV.,3699,BOEDO,COMUNA 05,-34.639015700000002,-58.416961299999997,,,,,,,,,,,,0
588,CENTRO CULTURAL,,ESPACIO SOCIAL Y CULTURAL COMUNARTE,"CINEDEBATE, ESPACIO DE FORMACION, BIBLIOTECA",,,,AV. SAN JUAN 4052,AV. SAN JUAN,4052,BOEDO,COMUNA 05,-34.626410434059046,-58.422178510007711,20680617,ESCOMUNARTE@GMAIL.COM,,,,,,,Red cultura Boedo,SI,NEP (Nuevo espacio de Participación),0
